___BLOCK NUMBER___1
           1  0.00512993           0           0
           1   0.0102599           0           0
           1   0.0153898           0           0
           1   0.0205197           0           0
           1   0.0256496           0           0
           1   0.0307796           0           0
           1   0.0359095           0           0
           1   0.0410394           0           0
           1   0.0461694           0           0
           1   0.0512993           0           0
           1   0.0564292           0           0
           1   0.0615591           0           0
           1   0.0666891           0           0
           1    0.071819           0           0
           1   0.0769489           0           0
           1   0.0820788           0           0
           1   0.0872088           0           0
           1   0.0923387           0           0
           1   0.0974686           0           0
           1    0.102599           0           0
           1    0.107728           0           0
           1    0.112858           0           0
           1    0.117988           0           0
           1    0.123118           0           0
           1    0.128248           0           0
           1    0.133378           0           0
           1    0.138508           0           0
           1    0.143638           0           0
           1    0.148768           0           0
           1    0.153898           0           0
           1    0.159028           0           0
           1    0.164158           0           0
           1    0.169288           0           0
           1    0.174418           0           0
           1    0.179547           0           0
           1    0.184677           0           0
           1    0.189807           0           0
           1    0.194937           0           0
           1    0.200067           0           0
           1    0.205197           0           0
           1    0.210327           0           0
           1    0.215457           0           0
           1    0.220587           0           0
           1    0.225717           0           0
           1    0.230847           0           0
           1    0.235977           0           0
           1    0.241107           0           0
           1    0.246237           0           0
           1    0.251366           0           0
           1    0.256496           0           0
           1    0.261626           0           0
           1    0.266756           0           0
           1    0.271886           0           0
           1    0.277016           0           0
           1    0.282146           0           0
           1    0.287276           0           0
           1    0.292406           0           0
           1    0.297536           0           0
           1    0.302666           0           0
           1    0.307796           0           0
           1    0.312926           0           0
           1    0.318056           0           0
           1    0.323185           0           0
           1    0.328315           0           0
           1    0.333445           0           0
           1    0.338575           0           0
           1    0.343705           0           0
           1    0.348835           0           0
           1    0.353965           0           0
           1    0.359095           0           0
           1    0.364225           0           0
           1    0.369355           0           0
           1    0.374485           0           0
           1    0.379615           0           0
           1    0.384745           0           0
           1    0.389875           0           0
           1    0.395004           0           0
           1    0.400134           0           0
           1    0.405264           0           0
           1    0.410394           0           0
           1    0.415524           0           0
           1    0.420654           0           0
           1    0.425784           0           0
           1    0.430914           0           0
           1    0.436044           0           0
           1    0.441174           0           0
           1    0.446304           0           0
           1    0.451434           0           0
           1    0.456564           0           0
           1    0.461694           0           0
           1    0.466823           0           0
           1    0.471953           0           0
           1    0.477083           0           0
           1    0.482213           0           0
           1    0.487343           0           0
           1    0.492473           0           0
           1    0.497603           0           0
           1    0.502733           0           0
           1    0.507863           0           0
           1    0.512993           0           0
           1    0.518123           0           0
           1    0.523253           0           0
           1    0.528383           0           0
           1    0.533512           0           0
           1    0.538642           0           0
           1    0.543772           0           0
           1    0.548902           0           0
           1    0.554032           0           0
           1    0.559162           0           0
           1    0.564292           0           0
           1    0.569422           0           0
           1    0.574552           0           0
           1    0.579682           0           0
           1    0.584812           0           0
           1    0.589942           0           0
           1    0.595072           0           0
           1    0.600202           0           0
           1    0.605331           0           0
           1    0.610461           0           0
           1    0.615591           0           0
           1    0.620721           0           0
           1    0.625851           0           0
           1    0.630981           0           0
           1    0.636111           0           0
           1    0.641241           0           0
           1    0.646371           0           0
           1    0.651501           0           0
           1    0.656631           0           0
           1    0.661761           0           0
           1    0.666891           0           0
           1    0.672021           0           0
           1     0.67715           0           0
           1     0.68228           0           0
           1     0.68741           0           0
           1     0.69254           0           0
           1     0.69767           0           0
           1      0.7028           0           0
           1     0.70793           0           0
           1     0.71306           0           0
           1     0.71819           0           0
           1     0.72332           0           0
           1     0.72845           0           0
           1     0.73358           0           0
           1     0.73871           0           0
           1     0.74384           0           0
           1    0.748969           0           0
           1    0.754099           0           0
           1    0.759229           0           0
           1    0.764359           0           0
           1    0.769489           0           0
           1    0.774619           0           0
           1    0.779749           0           0
           1    0.784879           0           0
           1    0.790009           0           0
           1    0.795139           0           0
           1    0.800269           0           0
           1    0.805399           0           0
           1    0.810529           0           0
           1    0.815659           0           0
           1    0.820788           0           0
           1    0.825918           0           0
           1    0.831048           0           0
           1    0.836178           0           0
           1    0.841308           0           0
           1    0.846438           0           0
           1    0.851568           0           0
           1    0.856698           0           0
           1    0.861828           0           0
           1    0.866958           0           0
           1    0.872088           0           0
           1    0.877218           0           0
           1    0.882348           0           0
           1    0.887478           0           0
           1    0.892607           0           0
           1    0.897737           0           0
           1    0.902867 0.000730013           0
